#HEADER,2017-06-01 12:42:53, Logfile newly created as 'background-darkness-CPM.log'
#LOGGING with cycle 3.0 sec, and mode 'CPM', using device 'GMC-300E Plus v4.20'
   2110,2017-06-01 14:28:35, 18
   2111,2017-06-01 14:28:38, 20
   2112,2017-06-01 14:28:41, 18
   2113,2017-06-01 14:28:44, 17
   2114,2017-06-01 14:28:47, 16
   2115,2017-06-01 14:28:50, 16
   2116,2017-06-01 14:28:53, 15
   2117,2017-06-01 14:28:56, 15
   2118,2017-06-01 14:28:59, 14
   2119,2017-06-01 14:29:02, 17
   2120,2017-06-01 14:29:05, 18
   2121,2017-06-01 14:29:08, 19
   2122,2017-06-01 14:29:11, 19
   2123,2017-06-01 14:29:14, 16
   2124,2017-06-01 14:29:17, 17
   2125,2017-06-01 14:29:20, 17
   2126,2017-06-01 14:29:23, 19
   2127,2017-06-01 14:29:26, 19
   2128,2017-06-01 14:29:29, 20
   2129,2017-06-01 14:29:32, 18
   2130,2017-06-01 14:29:35, 17
   2131,2017-06-01 14:29:38, 17
   2132,2017-06-01 14:29:41, 17
   2133,2017-06-01 14:29:44, 18
   2134,2017-06-01 14:29:47, 18
   2135,2017-06-01 14:29:50, 18
   2136,2017-06-01 14:29:53, 17
   2137,2017-06-01 14:29:56, 17
   2138,2017-06-01 14:29:59, 22
   2139,2017-06-01 14:30:02, 19
   2140,2017-06-01 14:30:05, 17
   2141,2017-06-01 14:30:08, 16
   2142,2017-06-01 14:30:11, 17
   2143,2017-06-01 14:30:14, 18
   2144,2017-06-01 14:30:17, 19
   2145,2017-06-01 14:30:20, 20
   2146,2017-06-01 14:30:23, 18
   2147,2017-06-01 14:30:26, 18
   2148,2017-06-01 14:30:29, 16
   2149,2017-06-01 14:30:32, 17
   2150,2017-06-01 14:30:35, 19
   2151,2017-06-01 14:30:38, 17
   2152,2017-06-01 14:30:41, 17
   2153,2017-06-01 14:30:44, 17
   2154,2017-06-01 14:30:47, 17
   2155,2017-06-01 14:30:50, 17
   2156,2017-06-01 14:30:53, 17
   2157,2017-06-01 14:30:56, 17
   2158,2017-06-01 14:30:59, 14
   2159,2017-06-01 14:31:02, 16
   2160,2017-06-01 14:31:05, 18
   2161,2017-06-01 14:31:08, 22
   2162,2017-06-01 14:31:11, 23
   2163,2017-06-01 14:31:14, 23
   2164,2017-06-01 14:31:17, 21
   2165,2017-06-01 14:31:20, 20
   2166,2017-06-01 14:31:23, 22
   2167,2017-06-01 14:31:26, 22
   2168,2017-06-01 14:31:29, 22
   2169,2017-06-01 14:31:32, 24
   2170,2017-06-01 14:31:35, 24
   2171,2017-06-01 14:31:38, 24
   2172,2017-06-01 14:31:41, 24
   2173,2017-06-01 14:31:44, 23
   2174,2017-06-01 14:31:47, 23
   2175,2017-06-01 14:31:50, 24
   2176,2017-06-01 14:31:53, 24
   2177,2017-06-01 14:31:56, 28
   2178,2017-06-01 14:31:59, 26
   2179,2017-06-01 14:32:02, 24
   2180,2017-06-01 14:32:05, 22
   2181,2017-06-01 14:32:08, 18
   2182,2017-06-01 14:32:11, 18
   2183,2017-06-01 14:32:14, 18
   2184,2017-06-01 14:32:17, 18
   2185,2017-06-01 14:32:20, 18
   2186,2017-06-01 14:32:23, 18
   2187,2017-06-01 14:32:26, 21
   2188,2017-06-01 14:32:29, 22
   2189,2017-06-01 14:32:32, 19
   2190,2017-06-01 14:32:35, 18
   2191,2017-06-01 14:32:38, 20
   2192,2017-06-01 14:32:41, 21
   2193,2017-06-01 14:32:44, 20
   2194,2017-06-01 14:32:47, 22
   2195,2017-06-01 14:32:50, 21
   2196,2017-06-01 14:32:53, 21
   2197,2017-06-01 14:32:56, 19
   2198,2017-06-01 14:32:59, 21
   2199,2017-06-01 14:33:02, 24
   2200,2017-06-01 14:33:05, 26
   2201,2017-06-01 14:33:08, 27
   2202,2017-06-01 14:33:11, 27
   2203,2017-06-01 14:33:14, 27
   2204,2017-06-01 14:33:17, 27
   2205,2017-06-01 14:33:20, 26
   2206,2017-06-01 14:33:23, 26
   2207,2017-06-01 14:33:26, 24
   2208,2017-06-01 14:33:29, 25
   2209,2017-06-01 14:33:32, 27
   2210,2017-06-01 14:33:35, 26
   2211,2017-06-01 14:33:38, 25
   2212,2017-06-01 14:33:41, 23
   2213,2017-06-01 14:33:44, 23
   2214,2017-06-01 14:33:47, 22
   2215,2017-06-01 14:33:50, 23
   2216,2017-06-01 14:33:53, 25
   2217,2017-06-01 14:33:56, 24
   2218,2017-06-01 14:33:59, 25
   2219,2017-06-01 14:34:02, 24
   2220,2017-06-01 14:34:05, 21
   2221,2017-06-01 14:34:08, 22
   2222,2017-06-01 14:34:11, 19
   2223,2017-06-01 14:34:14, 19
   2224,2017-06-01 14:34:17, 20
   2225,2017-06-01 14:34:20, 20
   2226,2017-06-01 14:34:23, 20
   2227,2017-06-01 14:34:26, 19
   2228,2017-06-01 14:34:29, 19
   2229,2017-06-01 14:34:32, 17
   2230,2017-06-01 14:34:35, 18
   2231,2017-06-01 14:34:38, 19
   2232,2017-06-01 14:34:41, 21
   2233,2017-06-01 14:34:44, 23
   2234,2017-06-01 14:34:47, 24
   2235,2017-06-01 14:34:50, 24
   2236,2017-06-01 14:34:53, 22
   2237,2017-06-01 14:34:56, 21
   2238,2017-06-01 14:34:59, 19
   2239,2017-06-01 14:35:02, 19
   2240,2017-06-01 14:35:05, 21
   2241,2017-06-01 14:35:08, 20
   2242,2017-06-01 14:35:11, 20
   2243,2017-06-01 14:35:14, 20
   2244,2017-06-01 14:35:17, 21
   2245,2017-06-01 14:35:20, 23
   2246,2017-06-01 14:35:23, 23
   2247,2017-06-01 14:35:26, 23
   2248,2017-06-01 14:35:29, 22
   2249,2017-06-01 14:35:32, 21
   2250,2017-06-01 14:35:35, 21
   2251,2017-06-01 14:35:38, 21
   2252,2017-06-01 14:35:41, 19
   2253,2017-06-01 14:35:44, 18
   2254,2017-06-01 14:35:47, 17
   2255,2017-06-01 14:35:50, 17
   2256,2017-06-01 14:35:53, 18
   2257,2017-06-01 14:35:56, 17
   2258,2017-06-01 14:35:59, 17
   2259,2017-06-01 14:36:02, 20
   2260,2017-06-01 14:36:05, 19
   2261,2017-06-01 14:36:08, 19
   2262,2017-06-01 14:36:11, 20
   2263,2017-06-01 14:36:14, 21
   2264,2017-06-01 14:36:17, 19
   2265,2017-06-01 14:36:20, 17
   2266,2017-06-01 14:36:23, 15
   2267,2017-06-01 14:36:26, 16
   2268,2017-06-01 14:36:29, 17
   2269,2017-06-01 14:36:32, 17
   2270,2017-06-01 14:36:35, 16
   2271,2017-06-01 14:36:38, 15
   2272,2017-06-01 14:36:41, 16
   2273,2017-06-01 14:36:44, 15
   2274,2017-06-01 14:36:47, 14
   2275,2017-06-01 14:36:50, 14
   2276,2017-06-01 14:36:53, 13
   2277,2017-06-01 14:36:56, 14
   2278,2017-06-01 14:36:59, 14
   2279,2017-06-01 14:37:02, 12
   2280,2017-06-01 14:37:05, 13
   2281,2017-06-01 14:37:08, 14
   2282,2017-06-01 14:37:11, 13
   2283,2017-06-01 14:37:14, 12
   2284,2017-06-01 14:37:17, 13
   2285,2017-06-01 14:37:20, 14
   2286,2017-06-01 14:37:23, 16
   2287,2017-06-01 14:37:26, 16
   2288,2017-06-01 14:37:29, 16
   2289,2017-06-01 14:37:32, 16
   2290,2017-06-01 14:37:35, 16
   2291,2017-06-01 14:37:38, 16
   2292,2017-06-01 14:37:41, 15
   2293,2017-06-01 14:37:44, 16
   2294,2017-06-01 14:37:47, 17
   2295,2017-06-01 14:37:50, 17
   2296,2017-06-01 14:37:53, 17
   2297,2017-06-01 14:37:56, 16
   2298,2017-06-01 14:37:59, 17
   2299,2017-06-01 14:38:02, 15
   2300,2017-06-01 14:38:05, 14
   2301,2017-06-01 14:38:08, 12
   2302,2017-06-01 14:38:11, 13
   2303,2017-06-01 14:38:14, 14
   2304,2017-06-01 14:38:17, 13
   2305,2017-06-01 14:38:20, 13
   2306,2017-06-01 14:38:23, 12
   2307,2017-06-01 14:38:26, 12
   2308,2017-06-01 14:38:29, 12
   2309,2017-06-01 14:38:32, 15
   2310,2017-06-01 14:38:35, 17
   2311,2017-06-01 14:38:38, 18
   2312,2017-06-01 14:38:41, 20
   2313,2017-06-01 14:38:44, 20
   2314,2017-06-01 14:38:47, 22
   2315,2017-06-01 14:38:50, 21
   2316,2017-06-01 14:38:53, 21
   2317,2017-06-01 14:38:56, 21
   2318,2017-06-01 14:38:59, 20
   2319,2017-06-01 14:39:02, 21
   2320,2017-06-01 14:39:05, 20
   2321,2017-06-01 14:39:08, 21
   2322,2017-06-01 14:39:11, 21
   2323,2017-06-01 14:39:14, 19
   2324,2017-06-01 14:39:17, 21
   2325,2017-06-01 14:39:20, 21
   2326,2017-06-01 14:39:23, 20
   2327,2017-06-01 14:39:26, 20
   2328,2017-06-01 14:39:29, 20
   2329,2017-06-01 14:39:32, 17
   2330,2017-06-01 14:39:35, 17
   2331,2017-06-01 14:39:38, 19
   2332,2017-06-01 14:39:41, 18
   2333,2017-06-01 14:39:44, 18
   2334,2017-06-01 14:39:47, 17
   2335,2017-06-01 14:39:50, 19
   2336,2017-06-01 14:39:53, 20
   2337,2017-06-01 14:39:56, 22
   2338,2017-06-01 14:39:59, 23
   2339,2017-06-01 14:40:02, 23
   2340,2017-06-01 14:40:05, 24
   2341,2017-06-01 14:40:08, 24
   2342,2017-06-01 14:40:11, 24
   2343,2017-06-01 14:40:14, 24
   2344,2017-06-01 14:40:17, 27
   2345,2017-06-01 14:40:20, 24
   2346,2017-06-01 14:40:23, 25
   2347,2017-06-01 14:40:26, 27
   2348,2017-06-01 14:40:29, 27
   2349,2017-06-01 14:40:32, 28
   2350,2017-06-01 14:40:35, 27
   2351,2017-06-01 14:40:38, 23
   2352,2017-06-01 14:40:41, 22
   2353,2017-06-01 14:40:44, 21
   2354,2017-06-01 14:40:47, 19
   2355,2017-06-01 14:40:50, 18
   2356,2017-06-01 14:40:53, 18
   2357,2017-06-01 14:40:56, 17
   2358,2017-06-01 14:40:59, 18
   2359,2017-06-01 14:41:02, 19
   2360,2017-06-01 14:41:05, 18
   2361,2017-06-01 14:41:08, 19
   2362,2017-06-01 14:41:11, 20
   2363,2017-06-01 14:41:14, 20
   2364,2017-06-01 14:41:17, 19
   2365,2017-06-01 14:41:20, 20
   2366,2017-06-01 14:41:23, 20
   2367,2017-06-01 14:41:26, 19
   2368,2017-06-01 14:41:29, 19
   2369,2017-06-01 14:41:32, 18
   2370,2017-06-01 14:41:35, 18
   2371,2017-06-01 14:41:38, 18
   2372,2017-06-01 14:41:41, 20
   2373,2017-06-01 14:41:44, 21
   2374,2017-06-01 14:41:47, 21
   2375,2017-06-01 14:41:50, 21
   2376,2017-06-01 14:41:53, 20
   2377,2017-06-01 14:41:56, 19
   2378,2017-06-01 14:41:59, 18
   2379,2017-06-01 14:42:02, 19
   2380,2017-06-01 14:42:05, 19
   2381,2017-06-01 14:42:08, 20
   2382,2017-06-01 14:42:11, 19
   2383,2017-06-01 14:42:14, 21
   2384,2017-06-01 14:42:17, 23
   2385,2017-06-01 14:42:20, 22
   2386,2017-06-01 14:42:23, 22
   2387,2017-06-01 14:42:26, 23
   2388,2017-06-01 14:42:29, 23
   2389,2017-06-01 14:42:32, 25
   2390,2017-06-01 14:42:35, 27
   2391,2017-06-01 14:42:38, 28
   2392,2017-06-01 14:42:41, 26
   2393,2017-06-01 14:42:44, 27
   2394,2017-06-01 14:42:47, 30
   2395,2017-06-01 14:42:50, 30
   2396,2017-06-01 14:42:53, 31
   2397,2017-06-01 14:42:56, 32
   2398,2017-06-01 14:42:59, 32
   2399,2017-06-01 14:43:02, 30
   2400,2017-06-01 14:43:05, 30
   2401,2017-06-01 14:43:08, 27
   2402,2017-06-01 14:43:11, 28
   2403,2017-06-01 14:43:14, 26
   2404,2017-06-01 14:43:17, 22
   2405,2017-06-01 14:43:20, 25
   2406,2017-06-01 14:43:23, 26
   2407,2017-06-01 14:43:26, 23
   2408,2017-06-01 14:43:29, 22
   2409,2017-06-01 14:43:32, 20
   2410,2017-06-01 14:43:35, 19
   2411,2017-06-01 14:43:38, 19
   2412,2017-06-01 14:43:41, 22
   2413,2017-06-01 14:43:44, 21
   2414,2017-06-01 14:43:47, 20
   2415,2017-06-01 14:43:50, 19
   2416,2017-06-01 14:43:53, 18
   2417,2017-06-01 14:43:56, 18
   2418,2017-06-01 14:43:59, 17
   2419,2017-06-01 14:44:02, 18
   2420,2017-06-01 14:44:05, 17
   2421,2017-06-01 14:44:08, 17
   2422,2017-06-01 14:44:11, 17
   2423,2017-06-01 14:44:14, 16
   2424,2017-06-01 14:44:17, 17
   2425,2017-06-01 14:44:20, 15
   2426,2017-06-01 14:44:23, 14
   2427,2017-06-01 14:44:26, 15
   2428,2017-06-01 14:44:29, 15
   2429,2017-06-01 14:44:32, 15
   2430,2017-06-01 14:44:35, 15
   2431,2017-06-01 14:44:38, 16
   2432,2017-06-01 14:44:41, 14
   2433,2017-06-01 14:44:44, 13
   2434,2017-06-01 14:44:47, 12
   2435,2017-06-01 14:44:50, 12
   2436,2017-06-01 14:44:53, 12
   2437,2017-06-01 14:44:56, 11
   2438,2017-06-01 14:44:59, 13
   2439,2017-06-01 14:45:02, 12
   2440,2017-06-01 14:45:05, 12
   2441,2017-06-01 14:45:08, 14
   2442,2017-06-01 14:45:11, 13
   2443,2017-06-01 14:45:14, 15
   2444,2017-06-01 14:45:17, 14
   2445,2017-06-01 14:45:20, 13
   2446,2017-06-01 14:45:23, 12
   2447,2017-06-01 14:45:26, 12
   2448,2017-06-01 14:45:29, 12
   2449,2017-06-01 14:45:32, 12
   2450,2017-06-01 14:45:35, 14
   2451,2017-06-01 14:45:38, 12
   2452,2017-06-01 14:45:41, 12
   2453,2017-06-01 14:45:44, 12
   2454,2017-06-01 14:45:47, 13
   2455,2017-06-01 14:45:50, 13
   2456,2017-06-01 14:45:53, 15
   2457,2017-06-01 14:45:56, 15
   2458,2017-06-01 14:45:59, 13
   2459,2017-06-01 14:46:02, 13
   2460,2017-06-01 14:46:05, 14
   2461,2017-06-01 14:46:08, 13
   2462,2017-06-01 14:46:11, 15
   2463,2017-06-01 14:46:14, 13
   2464,2017-06-01 14:46:17, 14
   2465,2017-06-01 14:46:20, 15
   2466,2017-06-01 14:46:23, 15
   2467,2017-06-01 14:46:26, 15
   2468,2017-06-01 14:46:29, 16
   2469,2017-06-01 14:46:32, 18
   2470,2017-06-01 14:46:35, 17
   2471,2017-06-01 14:46:38, 18
   2472,2017-06-01 14:46:41, 18
   2473,2017-06-01 14:46:44, 18
   2474,2017-06-01 14:46:47, 17
   2475,2017-06-01 14:46:50, 19
   2476,2017-06-01 14:46:53, 17
   2477,2017-06-01 14:46:56, 18
   2478,2017-06-01 14:46:59, 19
   2479,2017-06-01 14:47:02, 20
   2480,2017-06-01 14:47:05, 20
   2481,2017-06-01 14:47:08, 18
   2482,2017-06-01 14:47:11, 19
   2483,2017-06-01 14:47:14, 18
   2484,2017-06-01 14:47:17, 17
   2485,2017-06-01 14:47:20, 17
   2486,2017-06-01 14:47:23, 18
   2487,2017-06-01 14:47:26, 19
   2488,2017-06-01 14:47:29, 17
   2489,2017-06-01 14:47:32, 17
   2490,2017-06-01 14:47:35, 16
   2491,2017-06-01 14:47:38, 16
   2492,2017-06-01 14:47:41, 19
   2493,2017-06-01 14:47:44, 19
   2494,2017-06-01 14:47:47, 19
   2495,2017-06-01 14:47:50, 21
   2496,2017-06-01 14:47:53, 22
   2497,2017-06-01 14:47:56, 21
   2498,2017-06-01 14:47:59, 22
   2499,2017-06-01 14:48:02, 21
   2500,2017-06-01 14:48:05, 21
   2501,2017-06-01 14:48:08, 22
   2502,2017-06-01 14:48:11, 23
   2503,2017-06-01 14:48:14, 23
   2504,2017-06-01 14:48:17, 24
   2505,2017-06-01 14:48:20, 23
   2506,2017-06-01 14:48:23, 23
   2507,2017-06-01 14:48:26, 23
   2508,2017-06-01 14:48:29, 24
   2509,2017-06-01 14:48:32, 23
   2510,2017-06-01 14:48:35, 22
   2511,2017-06-01 14:48:38, 21
   2512,2017-06-01 14:48:41, 18
   2513,2017-06-01 14:48:44, 18
   2514,2017-06-01 14:48:47, 17
   2515,2017-06-01 14:48:50, 17
   2516,2017-06-01 14:48:53, 14
   2517,2017-06-01 14:48:56, 15
   2518,2017-06-01 14:48:59, 13
   2519,2017-06-01 14:49:02, 13
   2520,2017-06-01 14:49:05, 13
   2521,2017-06-01 14:49:08, 12
   2522,2017-06-01 14:49:11, 10
   2523,2017-06-01 14:49:14, 14
   2524,2017-06-01 14:49:17, 13
   2525,2017-06-01 14:49:20, 16
   2526,2017-06-01 14:49:23, 18
   2527,2017-06-01 14:49:26, 17
   2528,2017-06-01 14:49:29, 18
   2529,2017-06-01 14:49:32, 18
   2530,2017-06-01 14:49:35, 18
   2531,2017-06-01 14:49:38, 20
   2532,2017-06-01 14:49:41, 19
   2533,2017-06-01 14:49:44, 21
   2534,2017-06-01 14:49:47, 22
   2535,2017-06-01 14:49:50, 20
   2536,2017-06-01 14:49:53, 20
   2537,2017-06-01 14:49:56, 19
   2538,2017-06-01 14:49:59, 20
   2539,2017-06-01 14:50:02, 21
   2540,2017-06-01 14:50:05, 23
   2541,2017-06-01 14:50:08, 23
   2542,2017-06-01 14:50:11, 24
   2543,2017-06-01 14:50:14, 21
   2544,2017-06-01 14:50:17, 22
   2545,2017-06-01 14:50:20, 20
   2546,2017-06-01 14:50:23, 18
   2547,2017-06-01 14:50:26, 19
   2548,2017-06-01 14:50:29, 18
   2549,2017-06-01 14:50:32, 18
   2550,2017-06-01 14:50:35, 19
   2551,2017-06-01 14:50:38, 17
   2552,2017-06-01 14:50:41, 18
   2553,2017-06-01 14:50:44, 17
   2554,2017-06-01 14:50:47, 17
   2555,2017-06-01 14:50:50, 18
   2556,2017-06-01 14:50:53, 18
   2557,2017-06-01 14:50:56, 18
   2558,2017-06-01 14:50:59, 20
   2559,2017-06-01 14:51:02, 19
   2560,2017-06-01 14:51:05, 17
   2561,2017-06-01 14:51:08, 20
   2562,2017-06-01 14:51:11, 20
   2563,2017-06-01 14:51:14, 20
   2564,2017-06-01 14:51:17, 19
   2565,2017-06-01 14:51:20, 21
   2566,2017-06-01 14:51:23, 21
   2567,2017-06-01 14:51:26, 23
   2568,2017-06-01 14:51:29, 22
   2569,2017-06-01 14:51:32, 23
   2570,2017-06-01 14:51:35, 21
   2571,2017-06-01 14:51:38, 22
   2572,2017-06-01 14:51:41, 21
   2573,2017-06-01 14:51:44, 20
   2574,2017-06-01 14:51:47, 21
   2575,2017-06-01 14:51:50, 22
   2576,2017-06-01 14:51:53, 23
   2577,2017-06-01 14:51:56, 26
   2578,2017-06-01 14:51:59, 25
   2579,2017-06-01 14:52:02, 27
   2580,2017-06-01 14:52:05, 30
   2581,2017-06-01 14:52:08, 29
   2582,2017-06-01 14:52:11, 29
   2583,2017-06-01 14:52:14, 27
   2584,2017-06-01 14:52:17, 27
   2585,2017-06-01 14:52:20, 27
   2586,2017-06-01 14:52:23, 26
   2587,2017-06-01 14:52:26, 23
   2588,2017-06-01 14:52:29, 25
   2589,2017-06-01 14:52:32, 25
   2590,2017-06-01 14:52:35, 26
   2591,2017-06-01 14:52:38, 28
   2592,2017-06-01 14:52:41, 28
   2593,2017-06-01 14:52:44, 31
   2594,2017-06-01 14:52:47, 29
   2595,2017-06-01 14:52:50, 29
   2596,2017-06-01 14:52:53, 31
   2597,2017-06-01 14:52:56, 29
   2598,2017-06-01 14:52:59, 26
   2599,2017-06-01 14:53:02, 25
   2600,2017-06-01 14:53:05, 22
   2601,2017-06-01 14:53:08, 24
   2602,2017-06-01 14:53:11, 23
   2603,2017-06-01 14:53:14, 24
   2604,2017-06-01 14:53:17, 25
   2605,2017-06-01 14:53:20, 24
   2606,2017-06-01 14:53:23, 25
   2607,2017-06-01 14:53:26, 26
   2608,2017-06-01 14:53:29, 28
   2609,2017-06-01 14:53:32, 27
   2610,2017-06-01 14:53:35, 26
   2611,2017-06-01 14:53:38, 28
   2612,2017-06-01 14:53:41, 27
   2613,2017-06-01 14:53:44, 26
   2614,2017-06-01 14:53:47, 27
   2615,2017-06-01 14:53:50, 27
   2616,2017-06-01 14:53:53, 24
   2617,2017-06-01 14:53:56, 26
   2618,2017-06-01 14:53:59, 26
   2619,2017-06-01 14:54:02, 26
   2620,2017-06-01 14:54:05, 26
   2621,2017-06-01 14:54:08, 21
   2622,2017-06-01 14:54:11, 21
   2623,2017-06-01 14:54:14, 24
   2624,2017-06-01 14:54:17, 25
   2625,2017-06-01 14:54:20, 28
   2626,2017-06-01 14:54:23, 28
   2627,2017-06-01 14:54:26, 27
   2628,2017-06-01 14:54:29, 24
   2629,2017-06-01 14:54:32, 23
   2630,2017-06-01 14:54:35, 23
   2631,2017-06-01 14:54:38, 21
   2632,2017-06-01 14:54:41, 20
   2633,2017-06-01 14:54:44, 19
   2634,2017-06-01 14:54:47, 19
   2635,2017-06-01 14:54:50, 20
   2636,2017-06-01 14:54:53, 20
   2637,2017-06-01 14:54:56, 19
   2638,2017-06-01 14:54:59, 19
   2639,2017-06-01 14:55:02, 19
   2640,2017-06-01 14:55:05, 20
   2641,2017-06-01 14:55:08, 24
   2642,2017-06-01 14:55:11, 26
   2643,2017-06-01 14:55:14, 23
   2644,2017-06-01 14:55:17, 21
   2645,2017-06-01 14:55:20, 17
   2646,2017-06-01 14:55:23, 17
   2647,2017-06-01 14:55:26, 17
   2648,2017-06-01 14:55:29, 17
   2649,2017-06-01 14:55:32, 17
   2650,2017-06-01 14:55:35, 17
   2651,2017-06-01 14:55:38, 16
   2652,2017-06-01 14:55:41, 16
   2653,2017-06-01 14:55:44, 15
   2654,2017-06-01 14:55:47, 14
   2655,2017-06-01 14:55:50, 15
   2656,2017-06-01 14:55:53, 15
   2657,2017-06-01 14:55:56, 15
   2658,2017-06-01 14:55:59, 15
   2659,2017-06-01 14:56:02, 15
   2660,2017-06-01 14:56:05, 15
   2661,2017-06-01 14:56:08, 12
   2662,2017-06-01 14:56:11, 11
   2663,2017-06-01 14:56:14, 11
   2664,2017-06-01 14:56:17, 12
   2665,2017-06-01 14:56:20, 13
   2666,2017-06-01 14:56:23, 14
   2667,2017-06-01 14:56:26, 14
   2668,2017-06-01 14:56:29, 16
   2669,2017-06-01 14:56:32, 17
   2670,2017-06-01 14:56:35, 18
   2671,2017-06-01 14:56:38, 19
   2672,2017-06-01 14:56:41, 19
   2673,2017-06-01 14:56:44, 20
   2674,2017-06-01 14:56:47, 20
   2675,2017-06-01 14:56:50, 21
   2676,2017-06-01 14:56:53, 23
   2677,2017-06-01 14:56:56, 24
   2678,2017-06-01 14:56:59, 25
   2679,2017-06-01 14:57:02, 27
   2680,2017-06-01 14:57:05, 27
   2681,2017-06-01 14:57:08, 28
   2682,2017-06-01 14:57:11, 29
   2683,2017-06-01 14:57:14, 28
   2684,2017-06-01 14:57:17, 27
   2685,2017-06-01 14:57:20, 27
   2686,2017-06-01 14:57:23, 25
   2687,2017-06-01 14:57:26, 25
   2688,2017-06-01 14:57:29, 23
   2689,2017-06-01 14:57:32, 23
   2690,2017-06-01 14:57:35, 23
   2691,2017-06-01 14:57:38, 22
   2692,2017-06-01 14:57:41, 22
   2693,2017-06-01 14:57:44, 22
   2694,2017-06-01 14:57:47, 22
   2695,2017-06-01 14:57:50, 18
   2696,2017-06-01 14:57:53, 16
   2697,2017-06-01 14:57:56, 15
   2698,2017-06-01 14:57:59, 14
   2699,2017-06-01 14:58:02, 13
   2700,2017-06-01 14:58:05, 13
   2701,2017-06-01 14:58:08, 12
   2702,2017-06-01 14:58:11, 13
   2703,2017-06-01 14:58:14, 15
   2704,2017-06-01 14:58:17, 16
   2705,2017-06-01 14:58:20, 17
   2706,2017-06-01 14:58:23, 19
   2707,2017-06-01 14:58:26, 20
   2708,2017-06-01 14:58:29, 22
   2709,2017-06-01 14:58:32, 22
   2710,2017-06-01 14:58:35, 22
   2711,2017-06-01 14:58:38, 24
   2712,2017-06-01 14:58:41, 24
   2713,2017-06-01 14:58:44, 26
   2714,2017-06-01 14:58:47, 27
   2715,2017-06-01 14:58:50, 27
   2716,2017-06-01 14:58:53, 26
   2717,2017-06-01 14:58:56, 26
   2718,2017-06-01 14:58:59, 26
   2719,2017-06-01 14:59:02, 26
   2720,2017-06-01 14:59:05, 27
   2721,2017-06-01 14:59:08, 26
   2722,2017-06-01 14:59:11, 24
   2723,2017-06-01 14:59:14, 22
   2724,2017-06-01 14:59:17, 21
   2725,2017-06-01 14:59:20, 21
   2726,2017-06-01 14:59:23, 19
   2727,2017-06-01 14:59:26, 18
   2728,2017-06-01 14:59:29, 16
   2729,2017-06-01 14:59:32, 17
   2730,2017-06-01 14:59:35, 19
   2731,2017-06-01 14:59:38, 17
   2732,2017-06-01 14:59:41, 18
   2733,2017-06-01 14:59:44, 17
   2734,2017-06-01 14:59:47, 17
   2735,2017-06-01 14:59:50, 17
   2736,2017-06-01 14:59:53, 17
   2737,2017-06-01 14:59:56, 17
   2738,2017-06-01 14:59:59, 18
   2739,2017-06-01 15:00:02, 18
   2740,2017-06-01 15:00:05, 17
   2741,2017-06-01 15:00:08, 18
   2742,2017-06-01 15:00:11, 18
   2743,2017-06-01 15:00:14, 20
   2744,2017-06-01 15:00:17, 21
   2745,2017-06-01 15:00:20, 19
   2746,2017-06-01 15:00:23, 19
   2747,2017-06-01 15:00:26, 19
   2748,2017-06-01 15:00:29, 20
   2749,2017-06-01 15:00:32, 18
   2750,2017-06-01 15:00:35, 16
   2751,2017-06-01 15:00:38, 17
   2752,2017-06-01 15:00:41, 16
   2753,2017-06-01 15:00:44, 16
   2754,2017-06-01 15:00:47, 15
   2755,2017-06-01 15:00:50, 15
   2756,2017-06-01 15:00:53, 17
   2757,2017-06-01 15:00:56, 17
   2758,2017-06-01 15:00:59, 17
   2759,2017-06-01 15:01:02, 16
   2760,2017-06-01 15:01:05, 16
   2761,2017-06-01 15:01:08, 15
   2762,2017-06-01 15:01:11, 17
   2763,2017-06-01 15:01:14, 15
   2764,2017-06-01 15:01:17, 15
   2765,2017-06-01 15:01:20, 16
   2766,2017-06-01 15:01:23, 17
   2767,2017-06-01 15:01:26, 16
   2768,2017-06-01 15:01:29, 15
   2769,2017-06-01 15:01:32, 15
   2770,2017-06-01 15:01:35, 14
   2771,2017-06-01 15:01:38, 14
   2772,2017-06-01 15:01:41, 14
   2773,2017-06-01 15:01:44, 14
   2774,2017-06-01 15:01:47, 13
   2775,2017-06-01 15:01:50, 15
   2776,2017-06-01 15:01:53, 14
   2777,2017-06-01 15:01:56, 15
   2778,2017-06-01 15:01:59, 15
   2779,2017-06-01 15:02:02, 16
   2780,2017-06-01 15:02:05, 16
   2781,2017-06-01 15:02:08, 16
   2782,2017-06-01 15:02:11, 16
   2783,2017-06-01 15:02:14, 16
   2784,2017-06-01 15:02:17, 16
   2785,2017-06-01 15:02:20, 15
   2786,2017-06-01 15:02:23, 14
   2787,2017-06-01 15:02:26, 16
   2788,2017-06-01 15:02:29, 17
   2789,2017-06-01 15:02:32, 17
   2790,2017-06-01 15:02:35, 19
   2791,2017-06-01 15:02:38, 21
   2792,2017-06-01 15:02:41, 21
   2793,2017-06-01 15:02:44, 21
   2794,2017-06-01 15:02:47, 21
   2795,2017-06-01 15:02:50, 20
   2796,2017-06-01 15:02:53, 19
   2797,2017-06-01 15:02:56, 17
   2798,2017-06-01 15:02:59, 18
   2799,2017-06-01 15:03:02, 19
   2800,2017-06-01 15:03:05, 18
   2801,2017-06-01 15:03:08, 20
   2802,2017-06-01 15:03:11, 18
   2803,2017-06-01 15:03:14, 19
   2804,2017-06-01 15:03:17, 18
