#HEADER,2017-06-01 09:15:25, Logfile newly created as 'background-darkness-CPS.log'
#LOGGING with cycle 1.0 sec, and mode 'CPS', using device 'GMC-300E Plus v4.20'
   2127,2017-06-01 09:51:23, 0
   2128,2017-06-01 09:51:24, 0
   2129,2017-06-01 09:51:25, 0
   2130,2017-06-01 09:51:26, 0
   2131,2017-06-01 09:51:27, 60
   2132,2017-06-01 09:51:28, 60
   2133,2017-06-01 09:51:29, 60
   2134,2017-06-01 09:51:30, 0
   2135,2017-06-01 09:51:31, 0
   2136,2017-06-01 09:51:32, 0
   2137,2017-06-01 09:51:33, 60
   2138,2017-06-01 09:51:34, 60
   2139,2017-06-01 09:51:35, 0
   2140,2017-06-01 09:51:36, 0
   2141,2017-06-01 09:51:37, 120
   2142,2017-06-01 09:51:38, 60
   2143,2017-06-01 09:51:39, 0
   2144,2017-06-01 09:51:40, 0
   2145,2017-06-01 09:51:41, 0
   2146,2017-06-01 09:51:42, 60
   2147,2017-06-01 09:51:43, 60
   2148,2017-06-01 09:51:44, 60
   2149,2017-06-01 09:51:45, 60
   2150,2017-06-01 09:51:46, 60
   2151,2017-06-01 09:51:47, 0
   2152,2017-06-01 09:51:48, 0
   2153,2017-06-01 09:51:49, 0
   2154,2017-06-01 09:51:50, 60
   2155,2017-06-01 09:51:51, 0
   2156,2017-06-01 09:51:52, 0
   2157,2017-06-01 09:51:53, 0
   2158,2017-06-01 09:51:54, 0
   2159,2017-06-01 09:51:55, 0
   2160,2017-06-01 09:51:56, 0
   2161,2017-06-01 09:51:57, 0
   2162,2017-06-01 09:51:58, 0
   2163,2017-06-01 09:51:59, 0
   2164,2017-06-01 09:52:00, 0
   2165,2017-06-01 09:52:01, 0
   2166,2017-06-01 09:52:02, 0
   2167,2017-06-01 09:52:03, 0
   2168,2017-06-01 09:52:04, 120
   2169,2017-06-01 09:52:05, 0
   2170,2017-06-01 09:52:06, 60
   2171,2017-06-01 09:52:07, 60
   2172,2017-06-01 09:52:08, 0
   2173,2017-06-01 09:52:09, 0
   2174,2017-06-01 09:52:10, 0
   2175,2017-06-01 09:52:11, 120
   2176,2017-06-01 09:52:12, 60
   2177,2017-06-01 09:52:13, 0
   2178,2017-06-01 09:52:14, 0
   2179,2017-06-01 09:52:15, 0
   2180,2017-06-01 09:52:16, 0
   2181,2017-06-01 09:52:17, 0
   2182,2017-06-01 09:52:18, 60
   2183,2017-06-01 09:52:19, 60
   2184,2017-06-01 09:52:20, 0
   2185,2017-06-01 09:52:21, 120
   2186,2017-06-01 09:52:22, 0
   2187,2017-06-01 09:52:23, 60
   2188,2017-06-01 09:52:24, 60
   2189,2017-06-01 09:52:25, 0
   2190,2017-06-01 09:52:26, 0
   2191,2017-06-01 09:52:27, 0
   2192,2017-06-01 09:52:28, 60
   2193,2017-06-01 09:52:29, 0
   2194,2017-06-01 09:52:30, 0
   2195,2017-06-01 09:52:31, 0
   2196,2017-06-01 09:52:32, 0
   2197,2017-06-01 09:52:33, 0
   2198,2017-06-01 09:52:34, 0
   2199,2017-06-01 09:52:35, 60
   2200,2017-06-01 09:52:36, 0
   2201,2017-06-01 09:52:37, 0
   2202,2017-06-01 09:52:38, 0
   2203,2017-06-01 09:52:39, 0
   2204,2017-06-01 09:52:40, 0
   2205,2017-06-01 09:52:41, 120
   2206,2017-06-01 09:52:42, 0
   2207,2017-06-01 09:52:43, 60
   2208,2017-06-01 09:52:44, 0
   2209,2017-06-01 09:52:45, 0
   2210,2017-06-01 09:52:46, 0
   2211,2017-06-01 09:52:47, 0
   2212,2017-06-01 09:52:48, 0
   2213,2017-06-01 09:52:49, 60
   2214,2017-06-01 09:52:50, 0
   2215,2017-06-01 09:52:51, 0
   2216,2017-06-01 09:52:52, 0
   2217,2017-06-01 09:52:53, 0
   2218,2017-06-01 09:52:54, 0
   2219,2017-06-01 09:52:55, 0
   2220,2017-06-01 09:52:56, 60
   2221,2017-06-01 09:52:57, 0
   2222,2017-06-01 09:52:58, 60
   2223,2017-06-01 09:52:59, 0
   2224,2017-06-01 09:53:00, 60
   2225,2017-06-01 09:53:01, 0
   2226,2017-06-01 09:53:02, 0
   2227,2017-06-01 09:53:03, 0
   2228,2017-06-01 09:53:04, 0
   2229,2017-06-01 09:53:05, 0
   2230,2017-06-01 09:53:06, 60
   2231,2017-06-01 09:53:07, 0
   2232,2017-06-01 09:53:08, 0
   2233,2017-06-01 09:53:09, 0
   2234,2017-06-01 09:53:10, 0
   2235,2017-06-01 09:53:11, 0
   2236,2017-06-01 09:53:12, 0
   2237,2017-06-01 09:53:13, 0
   2238,2017-06-01 09:53:14, 60
   2239,2017-06-01 09:53:15, 0
   2240,2017-06-01 09:53:16, 60
   2241,2017-06-01 09:53:17, 0
   2242,2017-06-01 09:53:18, 60
   2243,2017-06-01 09:53:19, 0
   2244,2017-06-01 09:53:20, 0
   2245,2017-06-01 09:53:21, 0
   2246,2017-06-01 09:53:22, 0
   2247,2017-06-01 09:53:23, 0
   2248,2017-06-01 09:53:24, 0
   2249,2017-06-01 09:53:25, 60
   2250,2017-06-01 09:53:26, 0
   2251,2017-06-01 09:53:27, 0
   2252,2017-06-01 09:53:28, 0
   2253,2017-06-01 09:53:29, 60
   2254,2017-06-01 09:53:30, 0
   2255,2017-06-01 09:53:31, 0
   2256,2017-06-01 09:53:32, 60
   2257,2017-06-01 09:53:33, 0
   2258,2017-06-01 09:53:34, 60
   2259,2017-06-01 09:53:35, 0
   2260,2017-06-01 09:53:36, 0
   2261,2017-06-01 09:53:37, 60
   2262,2017-06-01 09:53:38, 0
   2263,2017-06-01 09:53:39, 0
   2264,2017-06-01 09:53:40, 0
   2265,2017-06-01 09:53:41, 0
   2266,2017-06-01 09:53:42, 0
   2267,2017-06-01 09:53:43, 0
   2268,2017-06-01 09:53:44, 60
   2269,2017-06-01 09:53:45, 0
   2270,2017-06-01 09:53:46, 60
   2271,2017-06-01 09:53:47, 0
   2272,2017-06-01 09:53:48, 0
   2273,2017-06-01 09:53:49, 0
   2274,2017-06-01 09:53:50, 0
   2275,2017-06-01 09:53:51, 0
   2276,2017-06-01 09:53:52, 0
   2277,2017-06-01 09:53:53, 0
   2278,2017-06-01 09:53:54, 0
   2279,2017-06-01 09:53:55, 0
   2280,2017-06-01 09:53:56, 0
   2281,2017-06-01 09:53:57, 0
   2282,2017-06-01 09:53:58, 0
   2283,2017-06-01 09:53:59, 0
   2284,2017-06-01 09:54:00, 0
   2285,2017-06-01 09:54:01, 0
   2286,2017-06-01 09:54:02, 0
   2287,2017-06-01 09:54:03, 0
   2288,2017-06-01 09:54:04, 0
   2289,2017-06-01 09:54:05, 0
   2290,2017-06-01 09:54:06, 60
   2291,2017-06-01 09:54:07, 60
   2292,2017-06-01 09:54:08, 60
   2293,2017-06-01 09:54:09, 0
   2294,2017-06-01 09:54:10, 0
   2295,2017-06-01 09:54:11, 0
   2296,2017-06-01 09:54:12, 60
   2297,2017-06-01 09:54:13, 0
   2298,2017-06-01 09:54:14, 60
   2299,2017-06-01 09:54:15, 0
   2300,2017-06-01 09:54:16, 60
   2301,2017-06-01 09:54:17, 60
   2302,2017-06-01 09:54:18, 0
   2303,2017-06-01 09:54:19, 60
   2304,2017-06-01 09:54:20, 0
   2305,2017-06-01 09:54:21, 0
   2306,2017-06-01 09:54:22, 0
   2307,2017-06-01 09:54:23, 0
   2308,2017-06-01 09:54:24, 0
   2309,2017-06-01 09:54:25, 0
   2310,2017-06-01 09:54:26, 180
   2311,2017-06-01 09:54:27, 0
   2312,2017-06-01 09:54:28, 0
   2313,2017-06-01 09:54:29, 0
   2314,2017-06-01 09:54:30, 60
   2315,2017-06-01 09:54:31, 0
   2316,2017-06-01 09:54:32, 0
   2317,2017-06-01 09:54:33, 60
   2318,2017-06-01 09:54:34, 0
   2319,2017-06-01 09:54:35, 0
   2320,2017-06-01 09:54:36, 0
   2321,2017-06-01 09:54:37, 60
   2322,2017-06-01 09:54:38, 0
   2323,2017-06-01 09:54:39, 0
   2324,2017-06-01 09:54:40, 0
   2325,2017-06-01 09:54:41, 0
   2326,2017-06-01 09:54:42, 0
   2327,2017-06-01 09:54:43, 0
   2328,2017-06-01 09:54:44, 60
   2329,2017-06-01 09:54:45, 0
   2330,2017-06-01 09:54:46, 0
   2331,2017-06-01 09:54:47, 60
   2332,2017-06-01 09:54:48, 0
   2333,2017-06-01 09:54:49, 60
   2334,2017-06-01 09:54:50, 0
   2335,2017-06-01 09:54:51, 120
   2336,2017-06-01 09:54:52, 60
   2337,2017-06-01 09:54:53, 0
   2338,2017-06-01 09:54:54, 0
   2339,2017-06-01 09:54:55, 0
   2340,2017-06-01 09:54:56, 0
   2341,2017-06-01 09:54:57, 0
   2342,2017-06-01 09:54:58, 0
   2343,2017-06-01 09:54:59, 60
   2344,2017-06-01 09:55:00, 60
   2345,2017-06-01 09:55:01, 60
   2346,2017-06-01 09:55:02, 0
   2347,2017-06-01 09:55:03, 0
   2348,2017-06-01 09:55:04, 0
   2349,2017-06-01 09:55:05, 0
   2350,2017-06-01 09:55:06, 0
   2351,2017-06-01 09:55:07, 180
   2352,2017-06-01 09:55:08, 0
   2353,2017-06-01 09:55:09, 0
   2354,2017-06-01 09:55:10, 0
   2355,2017-06-01 09:55:11, 0
   2356,2017-06-01 09:55:12, 0
   2357,2017-06-01 09:55:13, 60
   2358,2017-06-01 09:55:14, 0
   2359,2017-06-01 09:55:15, 120
   2360,2017-06-01 09:55:16, 0
   2361,2017-06-01 09:55:17, 0
   2362,2017-06-01 09:55:18, 0
   2363,2017-06-01 09:55:19, 0
   2364,2017-06-01 09:55:20, 0
   2365,2017-06-01 09:55:21, 120
   2366,2017-06-01 09:55:22, 0
   2367,2017-06-01 09:55:23, 0
   2368,2017-06-01 09:55:24, 180
   2369,2017-06-01 09:55:25, 0
   2370,2017-06-01 09:55:26, 0
   2371,2017-06-01 09:55:27, 0
   2372,2017-06-01 09:55:28, 60
   2373,2017-06-01 09:55:29, 120
   2374,2017-06-01 09:55:30, 0
   2375,2017-06-01 09:55:31, 0
   2376,2017-06-01 09:55:32, 60
   2377,2017-06-01 09:55:33, 0
   2378,2017-06-01 09:55:34, 0
   2379,2017-06-01 09:55:35, 60
   2380,2017-06-01 09:55:36, 0
   2381,2017-06-01 09:55:37, 0
   2382,2017-06-01 09:55:38, 0
   2383,2017-06-01 09:55:39, 60
   2384,2017-06-01 09:55:40, 60
   2385,2017-06-01 09:55:41, 0
   2386,2017-06-01 09:55:42, 0
   2387,2017-06-01 09:55:43, 60
   2388,2017-06-01 09:55:44, 60
   2389,2017-06-01 09:55:45, 0
   2390,2017-06-01 09:55:46, 0
   2391,2017-06-01 09:55:47, 0
   2392,2017-06-01 09:55:48, 0
   2393,2017-06-01 09:55:49, 60
   2394,2017-06-01 09:55:50, 0
   2395,2017-06-01 09:55:51, 120
   2396,2017-06-01 09:55:52, 60
   2397,2017-06-01 09:55:53, 0
   2398,2017-06-01 09:55:54, 0
   2399,2017-06-01 09:55:55, 0
   2400,2017-06-01 09:55:56, 0
   2401,2017-06-01 09:55:57, 0
   2402,2017-06-01 09:55:58, 0
   2403,2017-06-01 09:55:59, 60
   2404,2017-06-01 09:56:00, 60
   2405,2017-06-01 09:56:01, 60
   2406,2017-06-01 09:56:02, 0
   2407,2017-06-01 09:56:03, 0
   2408,2017-06-01 09:56:04, 0
   2409,2017-06-01 09:56:05, 0
   2410,2017-06-01 09:56:06, 0
   2411,2017-06-01 09:56:07, 0
   2412,2017-06-01 09:56:08, 60
   2413,2017-06-01 09:56:09, 0
   2414,2017-06-01 09:56:10, 60
   2415,2017-06-01 09:56:11, 0
   2416,2017-06-01 09:56:12, 0
   2417,2017-06-01 09:56:13, 0
   2418,2017-06-01 09:56:14, 0
   2419,2017-06-01 09:56:15, 60
   2420,2017-06-01 09:56:16, 0
   2421,2017-06-01 09:56:17, 0
   2422,2017-06-01 09:56:18, 0
   2423,2017-06-01 09:56:19, 0
   2424,2017-06-01 09:56:20, 0
   2425,2017-06-01 09:56:21, 0
   2426,2017-06-01 09:56:22, 0
   2427,2017-06-01 09:56:23, 0
   2428,2017-06-01 09:56:24, 60
   2429,2017-06-01 09:56:25, 0
   2430,2017-06-01 09:56:26, 60
   2431,2017-06-01 09:56:27, 0
   2432,2017-06-01 09:56:28, 0
   2433,2017-06-01 09:56:29, 0
   2434,2017-06-01 09:56:30, 0
   2435,2017-06-01 09:56:31, 0
   2436,2017-06-01 09:56:32, 60
   2437,2017-06-01 09:56:33, 0
   2438,2017-06-01 09:56:34, 0
   2439,2017-06-01 09:56:35, 0
   2440,2017-06-01 09:56:36, 60
   2441,2017-06-01 09:56:37, 60
   2442,2017-06-01 09:56:38, 0
   2443,2017-06-01 09:56:39, 0
   2444,2017-06-01 09:56:40, 120
   2445,2017-06-01 09:56:41, 0
   2446,2017-06-01 09:56:42, 60
   2447,2017-06-01 09:56:43, 0
   2448,2017-06-01 09:56:44, 60
   2449,2017-06-01 09:56:45, 0
   2450,2017-06-01 09:56:46, 0
   2451,2017-06-01 09:56:47, 60
   2452,2017-06-01 09:56:48, 0
   2453,2017-06-01 09:56:49, 0
   2454,2017-06-01 09:56:50, 0
   2455,2017-06-01 09:56:51, 0
   2456,2017-06-01 09:56:52, 0
   2457,2017-06-01 09:56:53, 60
   2458,2017-06-01 09:56:54, 0
   2459,2017-06-01 09:56:55, 0
   2460,2017-06-01 09:56:56, 0
   2461,2017-06-01 09:56:57, 60
   2462,2017-06-01 09:56:58, 0
   2463,2017-06-01 09:56:59, 0
   2464,2017-06-01 09:57:00, 60
   2465,2017-06-01 09:57:01, 60
   2466,2017-06-01 09:57:02, 60
   2467,2017-06-01 09:57:03, 0
   2468,2017-06-01 09:57:04, 0
   2469,2017-06-01 09:57:05, 60
   2470,2017-06-01 09:57:06, 60
   2471,2017-06-01 09:57:07, 0
   2472,2017-06-01 09:57:08, 0
   2473,2017-06-01 09:57:09, 0
   2474,2017-06-01 09:57:10, 60
   2475,2017-06-01 09:57:11, 0
   2476,2017-06-01 09:57:12, 0
   2477,2017-06-01 09:57:13, 0
   2478,2017-06-01 09:57:14, 0
   2479,2017-06-01 09:57:15, 60
   2480,2017-06-01 09:57:16, 0
   2481,2017-06-01 09:57:17, 0
   2482,2017-06-01 09:57:18, 0
   2483,2017-06-01 09:57:19, 0
   2484,2017-06-01 09:57:20, 60
   2485,2017-06-01 09:57:21, 0
   2486,2017-06-01 09:57:22, 0
   2487,2017-06-01 09:57:23, 60
   2488,2017-06-01 09:57:24, 60
   2489,2017-06-01 09:57:25, 0
   2490,2017-06-01 09:57:26, 0
   2491,2017-06-01 09:57:27, 0
   2492,2017-06-01 09:57:28, 60
   2493,2017-06-01 09:57:29, 0
   2494,2017-06-01 09:57:30, 0
   2495,2017-06-01 09:57:31, 0
   2496,2017-06-01 09:57:32, 60
   2497,2017-06-01 09:57:33, 0
   2498,2017-06-01 09:57:34, 60
   2499,2017-06-01 09:57:35, 60
   2500,2017-06-01 09:57:36, 60
   2501,2017-06-01 09:57:37, 0
   2502,2017-06-01 09:57:38, 0
   2503,2017-06-01 09:57:39, 0
   2504,2017-06-01 09:57:40, 0
   2505,2017-06-01 09:57:41, 60
   2506,2017-06-01 09:57:42, 0
   2507,2017-06-01 09:57:43, 0
   2508,2017-06-01 09:57:44, 0
   2509,2017-06-01 09:57:45, 0
   2510,2017-06-01 09:57:46, 60
   2511,2017-06-01 09:57:47, 0
   2512,2017-06-01 09:57:48, 0
   2513,2017-06-01 09:57:49, 0
   2514,2017-06-01 09:57:50, 0
   2515,2017-06-01 09:57:51, 0
   2516,2017-06-01 09:57:52, 60
   2517,2017-06-01 09:57:53, 0
   2518,2017-06-01 09:57:54, 0
   2519,2017-06-01 09:57:55, 0
   2520,2017-06-01 09:57:56, 0
   2521,2017-06-01 09:57:57, 0
   2522,2017-06-01 09:57:58, 0
   2523,2017-06-01 09:57:59, 0
   2524,2017-06-01 09:58:00, 60
   2525,2017-06-01 09:58:01, 0
   2526,2017-06-01 09:58:02, 0
   2527,2017-06-01 09:58:03, 0
   2528,2017-06-01 09:58:04, 0
   2529,2017-06-01 09:58:05, 60
   2530,2017-06-01 09:58:06, 0
   2531,2017-06-01 09:58:07, 0
   2532,2017-06-01 09:58:08, 0
   2533,2017-06-01 09:58:09, 60
   2534,2017-06-01 09:58:10, 120
   2535,2017-06-01 09:58:11, 0
   2536,2017-06-01 09:58:12, 0
   2537,2017-06-01 09:58:13, 0
   2538,2017-06-01 09:58:14, 0
   2539,2017-06-01 09:58:15, 0
   2540,2017-06-01 09:58:16, 0
   2541,2017-06-01 09:58:17, 0
   2542,2017-06-01 09:58:18, 0
   2543,2017-06-01 09:58:19, 0
   2544,2017-06-01 09:58:20, 120
   2545,2017-06-01 09:58:21, 60
   2546,2017-06-01 09:58:22, 60
   2547,2017-06-01 09:58:23, 0
   2548,2017-06-01 09:58:24, 0
   2549,2017-06-01 09:58:25, 60
   2550,2017-06-01 09:58:26, 0
   2551,2017-06-01 09:58:27, 0
   2552,2017-06-01 09:58:28, 60
   2553,2017-06-01 09:58:29, 0
   2554,2017-06-01 09:58:30, 60
   2555,2017-06-01 09:58:31, 0
   2556,2017-06-01 09:58:32, 0
   2557,2017-06-01 09:58:33, 60
   2558,2017-06-01 09:58:34, 0
   2559,2017-06-01 09:58:35, 60
   2560,2017-06-01 09:58:36, 0
   2561,2017-06-01 09:58:37, 60
   2562,2017-06-01 09:58:38, 0
   2563,2017-06-01 09:58:39, 0
   2564,2017-06-01 09:58:40, 0
   2565,2017-06-01 09:58:41, 60
   2566,2017-06-01 09:58:42, 0
   2567,2017-06-01 09:58:43, 0
   2568,2017-06-01 09:58:44, 0
   2569,2017-06-01 09:58:45, 0
   2570,2017-06-01 09:58:46, 0
   2571,2017-06-01 09:58:47, 0
   2572,2017-06-01 09:58:48, 0
   2573,2017-06-01 09:58:49, 0
   2574,2017-06-01 09:58:50, 0
   2575,2017-06-01 09:58:51, 0
   2576,2017-06-01 09:58:52, 0
   2577,2017-06-01 09:58:53, 0
   2578,2017-06-01 09:58:54, 60
   2579,2017-06-01 09:58:55, 60
   2580,2017-06-01 09:58:56, 60
   2581,2017-06-01 09:58:57, 60
   2582,2017-06-01 09:58:58, 0
   2583,2017-06-01 09:58:59, 0
   2584,2017-06-01 09:59:00, 180
   2585,2017-06-01 09:59:01, 0
   2586,2017-06-01 09:59:02, 0
   2587,2017-06-01 09:59:03, 0
   2588,2017-06-01 09:59:04, 0
   2589,2017-06-01 09:59:05, 60
   2590,2017-06-01 09:59:06, 120
   2591,2017-06-01 09:59:07, 0
   2592,2017-06-01 09:59:08, 0
   2593,2017-06-01 09:59:09, 0
   2594,2017-06-01 09:59:10, 60
   2595,2017-06-01 09:59:11, 0
   2596,2017-06-01 09:59:12, 0
   2597,2017-06-01 09:59:13, 0
   2598,2017-06-01 09:59:14, 0
   2599,2017-06-01 09:59:15, 60
   2600,2017-06-01 09:59:16, 60
   2601,2017-06-01 09:59:17, 0
   2602,2017-06-01 09:59:18, 60
   2603,2017-06-01 09:59:19, 120
   2604,2017-06-01 09:59:20, 60
   2605,2017-06-01 09:59:21, 0
   2606,2017-06-01 09:59:22, 0
   2607,2017-06-01 09:59:23, 60
   2608,2017-06-01 09:59:24, 0
   2609,2017-06-01 09:59:25, 60
   2610,2017-06-01 09:59:26, 60
   2611,2017-06-01 09:59:27, 0
   2612,2017-06-01 09:59:28, 0
   2613,2017-06-01 09:59:29, 60
   2614,2017-06-01 09:59:30, 0
   2615,2017-06-01 09:59:31, 0
   2616,2017-06-01 09:59:32, 0
   2617,2017-06-01 09:59:33, 0
   2618,2017-06-01 09:59:34, 0
   2619,2017-06-01 09:59:35, 0
   2620,2017-06-01 09:59:36, 0
   2621,2017-06-01 09:59:37, 0
   2622,2017-06-01 09:59:38, 0
   2623,2017-06-01 09:59:39, 0
   2624,2017-06-01 09:59:40, 120
   2625,2017-06-01 09:59:41, 0
   2626,2017-06-01 09:59:42, 0
   2627,2017-06-01 09:59:43, 0
   2628,2017-06-01 09:59:44, 120
   2629,2017-06-01 09:59:45, 0
   2630,2017-06-01 09:59:46, 0
   2631,2017-06-01 09:59:47, 0
   2632,2017-06-01 09:59:48, 0
   2633,2017-06-01 09:59:49, 0
   2634,2017-06-01 09:59:50, 0
   2635,2017-06-01 09:59:51, 0
   2636,2017-06-01 09:59:52, 0
   2637,2017-06-01 09:59:53, 60
   2638,2017-06-01 09:59:54, 0
   2639,2017-06-01 09:59:55, 0
   2640,2017-06-01 09:59:56, 0
   2641,2017-06-01 09:59:57, 0
   2642,2017-06-01 09:59:58, 0
   2643,2017-06-01 09:59:59, 0
   2644,2017-06-01 10:00:00, 0
   2645,2017-06-01 10:00:01, 0
   2646,2017-06-01 10:00:02, 60
   2647,2017-06-01 10:00:03, 0
   2648,2017-06-01 10:00:04, 0
   2649,2017-06-01 10:00:05, 60
   2650,2017-06-01 10:00:06, 0
   2651,2017-06-01 10:00:07, 0
   2652,2017-06-01 10:00:08, 0
   2653,2017-06-01 10:00:09, 0
   2654,2017-06-01 10:00:10, 0
   2655,2017-06-01 10:00:11, 0
   2656,2017-06-01 10:00:12, 0
   2657,2017-06-01 10:00:13, 0
   2658,2017-06-01 10:00:14, 0
   2659,2017-06-01 10:00:15, 0
   2660,2017-06-01 10:00:16, 0
   2661,2017-06-01 10:00:17, 60
   2662,2017-06-01 10:00:18, 0
   2663,2017-06-01 10:00:19, 0
   2664,2017-06-01 10:00:20, 0
   2665,2017-06-01 10:00:21, 0
   2666,2017-06-01 10:00:22, 0
   2667,2017-06-01 10:00:23, 0
   2668,2017-06-01 10:00:24, 0
   2669,2017-06-01 10:00:25, 0
   2670,2017-06-01 10:00:26, 0
   2671,2017-06-01 10:00:27, 0
   2672,2017-06-01 10:00:28, 0
   2673,2017-06-01 10:00:29, 120
   2674,2017-06-01 10:00:30, 0
   2675,2017-06-01 10:00:31, 60
   2676,2017-06-01 10:00:32, 60
   2677,2017-06-01 10:00:33, 0
   2678,2017-06-01 10:00:34, 60
   2679,2017-06-01 10:00:35, 0
   2680,2017-06-01 10:00:36, 60
   2681,2017-06-01 10:00:37, 0
   2682,2017-06-01 10:00:38, 0
   2683,2017-06-01 10:00:39, 0
   2684,2017-06-01 10:00:40, 180
   2685,2017-06-01 10:00:41, 0
   2686,2017-06-01 10:00:42, 0
   2687,2017-06-01 10:00:43, 60
   2688,2017-06-01 10:00:44, 0
   2689,2017-06-01 10:00:45, 0
   2690,2017-06-01 10:00:46, 0
   2691,2017-06-01 10:00:47, 0
   2692,2017-06-01 10:00:48, 60
   2693,2017-06-01 10:00:49, 0
   2694,2017-06-01 10:00:50, 0
   2695,2017-06-01 10:00:51, 120
   2696,2017-06-01 10:00:52, 0
   2697,2017-06-01 10:00:53, 0
   2698,2017-06-01 10:00:54, 60
   2699,2017-06-01 10:00:55, 0
   2700,2017-06-01 10:00:56, 0
   2701,2017-06-01 10:00:57, 60
   2702,2017-06-01 10:00:58, 60
   2703,2017-06-01 10:00:59, 0
   2704,2017-06-01 10:01:00, 0
   2705,2017-06-01 10:01:01, 0
   2706,2017-06-01 10:01:02, 0
   2707,2017-06-01 10:01:03, 0
   2708,2017-06-01 10:01:04, 0
   2709,2017-06-01 10:01:05, 60
   2710,2017-06-01 10:01:06, 0
   2711,2017-06-01 10:01:07, 0
   2712,2017-06-01 10:01:08, 0
   2713,2017-06-01 10:01:09, 0
   2714,2017-06-01 10:01:10, 0
   2715,2017-06-01 10:01:11, 0
   2716,2017-06-01 10:01:12, 0
   2717,2017-06-01 10:01:13, 0
   2718,2017-06-01 10:01:14, 60
   2719,2017-06-01 10:01:15, 0
   2720,2017-06-01 10:01:16, 0
   2721,2017-06-01 10:01:17, 0
   2722,2017-06-01 10:01:18, 0
   2723,2017-06-01 10:01:19, 0
   2724,2017-06-01 10:01:20, 0
   2725,2017-06-01 10:01:21, 0
   2726,2017-06-01 10:01:22, 60
   2727,2017-06-01 10:01:23, 0
   2728,2017-06-01 10:01:24, 0
   2729,2017-06-01 10:01:25, 0
   2730,2017-06-01 10:01:26, 0
   2731,2017-06-01 10:01:27, 0
   2732,2017-06-01 10:01:28, 0
   2733,2017-06-01 10:01:29, 60
   2734,2017-06-01 10:01:30, 0
   2735,2017-06-01 10:01:31, 0
   2736,2017-06-01 10:01:32, 0
   2737,2017-06-01 10:01:33, 0
   2738,2017-06-01 10:01:34, 0
   2739,2017-06-01 10:01:35, 60
   2740,2017-06-01 10:01:36, 0
   2741,2017-06-01 10:01:37, 0
   2742,2017-06-01 10:01:38, 60
   2743,2017-06-01 10:01:39, 60
   2744,2017-06-01 10:01:40, 0
   2745,2017-06-01 10:01:41, 0
   2746,2017-06-01 10:01:42, 0
   2747,2017-06-01 10:01:43, 0
   2748,2017-06-01 10:01:44, 0
   2749,2017-06-01 10:01:45, 0
   2750,2017-06-01 10:01:46, 0
   2751,2017-06-01 10:01:47, 0
   2752,2017-06-01 10:01:48, 0
   2753,2017-06-01 10:01:49, 60
   2754,2017-06-01 10:01:50, 60
   2755,2017-06-01 10:01:51, 0
   2756,2017-06-01 10:01:52, 60
   2757,2017-06-01 10:01:53, 0
   2758,2017-06-01 10:01:54, 0
   2759,2017-06-01 10:01:55, 60
   2760,2017-06-01 10:01:56, 0
   2761,2017-06-01 10:01:57, 0
   2762,2017-06-01 10:01:58, 120
   2763,2017-06-01 10:01:59, 120
   2764,2017-06-01 10:02:00, 120
   2765,2017-06-01 10:02:01, 0
   2766,2017-06-01 10:02:02, 0
   2767,2017-06-01 10:02:03, 60
   2768,2017-06-01 10:02:04, 0
   2769,2017-06-01 10:02:05, 0
   2770,2017-06-01 10:02:06, 0
   2771,2017-06-01 10:02:07, 60
   2772,2017-06-01 10:02:08, 120
   2773,2017-06-01 10:02:09, 0
   2774,2017-06-01 10:02:10, 0
   2775,2017-06-01 10:02:11, 0
   2776,2017-06-01 10:02:12, 60
   2777,2017-06-01 10:02:13, 0
   2778,2017-06-01 10:02:14, 0
   2779,2017-06-01 10:02:15, 0
   2780,2017-06-01 10:02:16, 60
   2781,2017-06-01 10:02:17, 0
   2782,2017-06-01 10:02:18, 0
   2783,2017-06-01 10:02:19, 0
   2784,2017-06-01 10:02:20, 0
   2785,2017-06-01 10:02:21, 60
   2786,2017-06-01 10:02:22, 0
   2787,2017-06-01 10:02:23, 60
   2788,2017-06-01 10:02:24, 0
   2789,2017-06-01 10:02:25, 0
   2790,2017-06-01 10:02:26, 0
   2791,2017-06-01 10:02:27, 60
   2792,2017-06-01 10:02:28, 0
   2793,2017-06-01 10:02:29, 0
   2794,2017-06-01 10:02:30, 0
   2795,2017-06-01 10:02:31, 0
   2796,2017-06-01 10:02:32, 0
   2797,2017-06-01 10:02:33, 0
   2798,2017-06-01 10:02:34, 60
   2799,2017-06-01 10:02:35, 60
   2800,2017-06-01 10:02:36, 0
   2801,2017-06-01 10:02:37, 0
   2802,2017-06-01 10:02:38, 0
   2803,2017-06-01 10:02:39, 0
   2804,2017-06-01 10:02:40, 0
   2805,2017-06-01 10:02:41, 0
   2806,2017-06-01 10:02:42, 60
   2807,2017-06-01 10:02:43, 0
   2808,2017-06-01 10:02:44, 60
   2809,2017-06-01 10:02:45, 0
   2810,2017-06-01 10:02:46, 60
   2811,2017-06-01 10:02:47, 0
   2812,2017-06-01 10:02:48, 0
   2813,2017-06-01 10:02:49, 60
   2814,2017-06-01 10:02:50, 0
   2815,2017-06-01 10:02:51, 0
   2816,2017-06-01 10:02:52, 0
   2817,2017-06-01 10:02:53, 60
   2818,2017-06-01 10:02:54, 0
   2819,2017-06-01 10:02:55, 0
   2820,2017-06-01 10:02:56, 60
   2821,2017-06-01 10:02:57, 120
